Sioux Falls Network
Optimal gap =0.001
Iteration 1
From,To,Travel Time,Flow
2,1,0.100009527029496,4111.68363250717
2,6,0.0970293547262001,5072.75020071486
3,1,0.0668137764952392,8150.61706429948
3,4,0.0758399408881304,16745.3562826506
3,12,0.0672832766547523,11662.2646671119
4,5,0.0474327945179982,23044.0140649673
4,11,0.555705322054085,11524.6013936133
4,3,0.0749205068302558,16308.9991971406
5,4,0.0465394639157783,22669.9937059587
5,6,0.166303948183172,8790.92874346988
5,9,0.302580674623545,20464.7329243098
6,2,0.0966958359605139,5041.58183746414
6,5,0.167724542613677,8822.0971067206
6,8,0.192329140959784,11632.5466106288
7,8,0.101299410996883,12681.7493978554
7,18,0.0341307268388022,14789.5865257866
8,16,0.333172939070012,10668.9036961388
8,9,0.339324561194165,8186.90209041995
8,6,0.192329140959784,11632.5466106288
8,7,0.0973822803420607,12432.4024918497
9,5,0.285725757935624,20059.5442020505
9,8,0.31923172700306,7937.55518441422
9,10,0.133040519723857,25384.2897144429
10,17,0.224350952751069,7293.3970006678
10,9,0.126018565280306,24829.7540861778
10,11,0.150264977104653,15211.7917215915
10,15,0.242685614090629,23729.6820267883
10,16,2.62184565622281,19410.5215632978
11,4,0.561691706752181,11562.2646671119
11,10,0.141087165920511,14661.1386275973
11,12,0.184899195633004,7571.48004242112
11,14,0.430509241550209,11976.7047943752
12,11,0.194546750898054,7777.97495266897
12,13,0.0506003666094158,13776.5967052909
12,3,0.0673882593040176,12129.7901158726
13,24,0.331354169894617,11548.0407180172
13,12,0.0507470925316604,14550.6170642995
14,11,0.360873191594142,11357.2200636317
14,15,0.221118688644612,9342.88802545267
14,23,0.143478405350054,8198.69381201147
15,10,0.229111387236376,23143.9780352725
15,14,0.230785290650245,9502.61237597705
15,19,0.136276979727184,26823.25917593
15,22,0.107441919754007,15968.9397258336
16,18,0.0550648808049902,17840.2035900861
16,17,0.795746785205645,18378.0470120585
16,10,2.88515515584697,19892.3430205428
16,8,0.333172939070012,10668.9036961388
17,10,0.224350952751069,7293.3970006678
17,16,0.795746785205645,18378.0470120585
17,19,0.510079660604378,15074.128448093
18,7,0.0341858771789217,15038.9334317923
18,16,0.055634610427219,18322.025047331
18,20,0.0685732891464699,15464.8770430889
19,20,1.41201893611339,17037.4831250247
19,17,0.510079660604378,15074.128448093
19,15,0.132239347789393,26503.7744451864
20,18,0.0689041281422835,16096.0454063396
20,19,1.31391053528069,16717.9983942811
20,21,0.139780712537634,6457.11197454733
20,22,0.727110093460851,13597.2795349386
21,20,0.138111421829945,6388.28033779805
21,22,0.0761801844939422,8948.11277740678
21,24,0.137038903360507,9016.94441415606
22,23,0.27638838005123,10699.9279406104
22,21,0.0802743039920326,9154.60768765462
22,15,0.104527920521549,15762.4448155858
22,20,0.781901897374007,13877.7948041951
23,14,0.118182877029915,7419.48473074355
23,22,0.299261180037558,10980.4432098669
23,24,0.095430644190525,9533.7086798382
24,21,0.126885264318128,8741.61786715893
24,13,0.398773651585083,12222.0610770258
24,23,0.0834221498628873,9035.01486782673

Iteration 3
From,To,Travel Time,Flow
1,2,0.100029082006755,5434.83553607633
1,3,0.0669288129338261,9417.0764146343
2,1,0.100030672186107,5507.6520595573
2,6,0.112738728930521,6140.47016384173
3,1,0.0669207984318602,9344.25989115334
3,4,0.071676251721346,14395.068423933
3,12,0.0678903277223893,13841.8955607515
4,5,0.0397259727664626,18909.3916932527
4,11,0.251099143533247,8745.21293962829
4,3,0.0722452108363138,14787.4576768889
5,4,0.0403766223581861,19373.2009254773
5,6,0.140855092660629,8166.074382894
5,9,0.184234440030084,16855.6878488032
6,2,0.114158547035902,6213.28668732269
6,5,0.142606282226054,8213.84287398566
6,8,0.232081513245139,12299.9734252016
7,8,0.22245288866815,17171.913438208
7,18,0.0349819206083637,17734.3722992381
8,16,0.166173161000477,8095.88388079326
8,9,0.647798256503921,10577.644202193
8,6,0.239990731822285,12420.5584397742
8,7,0.20942546112033,16837.9995153038
9,5,0.194571348031022,17271.7285899362
9,8,0.610143072137151,10364.3152938614
9,10,0.138920505456315,25822.18461693
10,17,0.46707599402634,10092.561784294
10,9,0.143164038543547,26124.8964497314
10,11,0.205161108195452,17668.8822090331
10,15,0.322593704664784,26520.0959496075
10,16,0.913892578484729,14729.2855121529
11,4,0.253084061323247,8773.7929603595
11,10,0.206949460010258,17733.3701960568
11,12,0.455926563003813,10834.1535948824
11,14,0.228953172644004,9787.67563457299
12,11,0.444954873083732,10749.6780924622
12,13,0.0508143315113675,14867.5060097116
12,3,0.0677339347095732,13376.6897843146
13,24,0.369814722016662,11946.4437861998
13,12,0.050720191044568,14417.8247308545
14,11,0.248158495382125,10065.2191447482
14,15,0.236784789961753,9597.83175116403
14,23,0.15392607534968,8464.2958574665
15,10,0.31505681391926,26292.6992330267
15,14,0.244684138416761,9719.03537541725
15,19,0.0968944097137637,23031.2803022128
15,22,0.169641142239069,19183.9919206913
16,18,0.0567340264678822,19156.9428493921
16,17,0.338763546709445,14621.0889601344
16,10,1.00119864657725,15094.9060745113
16,8,0.166173161000477,8095.88388079326
17,10,0.46707599402634,10092.561784294
17,16,0.338763546709445,14621.0889601344
17,19,0.215320089584584,11848.6895004742
18,7,0.0351096341303086,18068.2862221423
18,16,0.0572630222257159,19522.5634117505
18,20,0.0689607113939385,16196.8577350666
19,20,0.512747864158845,12928.5528232009
19,17,0.215320089584584,11848.6895004742
19,15,0.0949508659165786,22788.8457132941
20,18,0.0693197007675408,16796.3922203292
20,19,0.480217861497435,12686.1182342822
20,21,0.48152494653498,11363.2068725441
20,22,0.296791707139194,10318.0232332015
21,20,0.487500773500138,11407.4433752939
21,22,0.323523481450575,14435.1860819888
21,24,0.197678110569444,10291.05908377
22,23,0.155246376413361,8625.88306852643
22,21,0.282283934385768,13892.4875241927
22,15,0.170547789098882,19220.2334172825
22,20,0.314959137369331,10530.8866267956
23,14,0.160553805483436,8620.63574338845
23,22,0.143788504313843,8332.28940091562
23,24,0.102406560252255,9790.86618859894
24,21,0.234361878075022,10877.9941443159
24,13,0.31775480944781,11396.7625073427
24,23,0.0986140203798883,9653.61240691007

Iteration 4
From,To,Travel Time,Flow
1,2,0.100023866926146,5172.84465024784
1,3,0.0668779823392542,8923.04470679825
2,1,0.1000249655002,5231.36932655054
2,6,0.111117374249577,6054.01818883279
3,1,0.0668724927234018,8864.52003049556
3,4,0.0758529736101521,16751.3007633636
3,12,0.0682470819651436,14756.1511940017
4,5,0.0427127125197149,20811.3870970943
4,11,0.300326877979487,9384.03661646598
4,3,0.0749445055844989,16320.841249985
5,4,0.0428547903709723,20889.7554967644
5,6,0.297195727156061,10842.0326962641
5,9,0.224037917556552,18316.798137048
6,2,0.112207415974936,6112.54286513548
6,5,0.300478431029248,10880.4255684443
6,8,0.42961068837943,14615.9886432399
7,8,0.144718566562969,14782.9072290405
7,18,0.0343323868258275,15647.1424168985
8,16,0.308320775075722,10393.074558623
8,9,0.367437301768639,8501.54845884994
8,6,0.440226439548421,14712.9061917227
8,7,0.138025352446305,14514.5312709925
9,5,0.225270268393551,18356.7736645379
9,8,0.35172422985116,8330.09004928475
9,10,0.136189063043872,25621.5583629595
10,17,0.603750220615861,10996.8730547903
10,9,0.135766218684444,25590.0754808842
10,11,0.178146947944909,16595.4935737201
10,15,0.272083284252026,24867.466590426
10,16,0.42020421837261,11838.3386841318
11,4,0.267632673902733,8975.20870341735
11,10,0.178885037061854,16627.6971689489
11,12,0.2485240286529,8707.71223127547
11,14,0.337513836297227,11124.7443945908
12,11,0.243945669638871,8639.81690754523
12,13,0.0507449597442823,14540.2212133442
12,3,0.0684125482068212,15128.0860310775
13,24,0.322179981145808,11446.648084611
13,12,0.0508312783951328,14944.2607266898
14,11,0.317751624369771,10916.0154005012
14,15,0.178565627575142,8518.76113033132
14,23,0.214022247736317,9648.93578662899
15,10,0.273548376176903,24920.2279308482
15,14,0.182996964274668,8616.17587271444
15,19,0.0823142849291512,20983.9116992348
15,22,0.189998102788763,19952.5947918925
16,18,0.0572281036311181,19499.0562218603
16,17,0.34502535941242,14695.4586006644
16,10,0.456636028489595,12132.1981550145
16,8,0.308320775075722,10393.074558623
17,10,0.522324013766471,10486.5657661813
17,16,0.390627821379744,15205.7658892734
17,19,0.184371197343074,11309.1986211607
18,7,0.0344027126094166,15915.5183749465
18,16,0.056912467953476,19282.608404134
18,20,0.069452135099826,17002.1898135263
19,20,0.281006046424634,10763.9563276282
19,17,0.184371197343074,11309.1986211607
19,15,0.0811306494128409,20789.0602402146
20,18,0.069420766009166,16954.117953848
20,19,0.265902334465294,10569.1048686081
20,21,0.29627764848728,9623.60723119461
20,22,0.484504073626832,12080.9340832838
21,20,0.29919432859858,9659.16134556907
21,22,0.198813818777976,12544.0685109338
21,24,0.136287428912725,8997.41851065441
22,23,0.271914743827734,10642.4048970465
22,21,0.179784906282405,12166.7681131929
22,15,0.197002800465126,20197.622333718
22,20,0.436545256297667,11702.4566502109
23,14,0.196192279203583,9342.79205015628
23,22,0.235260424204447,10131.6546080583
23,24,0.148568713139211,11127.3087320882
24,21,0.153248734298975,9410.27302276977
24,13,0.350428076050992,11750.6875979566
24,23,0.118276768660727,10310.4147066272

Iteration 5
From,To,Travel Time,Flow
1,2,0.100037764491232,5801.64596467042
1,3,0.0669277651374341,9407.65227177321
2,1,0.100036532115952,5753.72393514441
2,6,0.10997137560566,5990.60169384506
3,1,0.0669331260003406,9455.57430129922
3,4,0.0727712419641985,15124.3653542808
3,12,0.0677463558404367,13415.4413892793
4,5,0.0400135195710988,19118.5366538355
4,11,0.147536593258607,6549.55663139472
4,3,0.0722472318476925,14788.7968059617
5,4,0.0399630007297927,19082.2877582614
5,6,0.111534954739708,7201.35410879716
5,9,0.238250978838628,18762.8030279844
6,2,0.109129181144328,5942.67966431904
6,5,0.112100467919124,7223.93883906479
6,8,0.177771065360296,11356.6057228112
7,8,0.166627977689559,15572.2640252859
7,18,0.0349947651398746,17768.814990558
8,16,0.110274443830179,6113.75946182255
8,9,0.391745679620795,8747.95896041054
8,6,0.176486374162519,11331.2684235528
8,7,0.164381855792415,15496.7403648855
9,5,0.236317027474182,18703.9694021427
9,8,0.381543491669569,8647.09800075173
9,10,0.123045213952089,24583.3147990159
10,17,0.189663381418354,6468.94586485997
10,9,0.122338304044383,24523.6202135154
10,11,0.220578577823924,18203.1615646777
10,15,0.395351253053576,28463.0591979956
10,16,0.696222661661854,13675.4134128957
11,4,0.142008790566693,6350.23697864968
11,10,0.226201348344592,18386.8041492651
11,12,0.485357956925436,11051.4934527645
11,14,0.171159595660495,8767.59926155883
12,11,0.457598592928961,10846.8550943468
12,13,0.0508952031626384,15223.6298023062
12,3,0.067875205921177,13798.9319671245
13,24,0.320469312173475,11427.4408854721
13,12,0.0509626173724313,15502.4820217336
14,11,0.185631148589594,9056.56055181888
14,15,0.323438079313627,10734.46896583
14,23,0.165090709848358,8722.9436936086
15,10,0.276779646385794,25035.4231824969
15,14,0.273979024111867,10132.978635259
15,19,0.0970410977474254,23049.2699598026
15,22,0.1550934514,18572.1746452385
16,18,0.0601547739372707,21228.7813411406
16,17,0.143115808482125,11321.0048221212
16,10,0.690166162841145,13642.4037942396
16,8,0.110274443830179,6113.75946182255
17,10,0.40497841390289,9586.25432892685
17,16,0.151812647016063,11538.8453641129
17,19,0.13629186801196,10276.0441412388
18,7,0.0350231924019721,17844.3386509584
18,16,0.0596832385270408,20977.9311804928
18,20,0.0709903173169464,18977.6727610171
19,20,0.299134256186466,10984.6705894942
19,17,0.350248699116945,13611.1931472973
19,15,0.0745939692938468,19599.498957672
20,18,0.070744816301058,18702.3462607697
20,19,0.289582133984535,10870.0485934222
20,21,0.239210047217468,8831.56812685316
20,22,0.213862572676077,9124.20751903246
21,20,0.223105852625392,8564.26019512166
21,22,0.134236798176434,11084.8096749284
21,24,0.261887760333772,11263.088780401
22,23,0.10790329380793,7125.09709436327
22,21,0.157988254723432,11686.3550868946
22,15,0.14053984015195,17892.8193012994
22,20,0.201581125694557,8901.56695444459
23,14,0.211863160793548,9613.39531443962
23,22,0.101375551269787,6824.64659780257
23,24,0.0886772865863429,9263.20389036669
24,21,0.203690151779243,10394.2354367032
24,13,0.336735424743205,11606.2931048995
24,23,0.104182600418542,9853.20501463702

Iteration 6
From,To,Travel Time,Flow
1,2,0.100032585475889,5591.60301843125
1,3,0.0668826510955831,8971.92751302796
2,1,0.100030301168467,5490.92052293289
2,6,0.11026416446366,6006.99552161437
3,1,0.0668925105642429,9072.61000852632
3,4,0.0748812637318799,16289.579146517
3,12,0.0680653230723856,14312.2543892956
4,5,0.0392298562515235,18531.3263279304
4,11,0.274033558344556,9059.68583993674
4,3,0.0745526786100659,16124.1806479519
5,4,0.0400504194893577,19144.8838147168
5,6,0.146803522177111,8325.05989149305
5,9,0.185183781984756,16895.1959914159
6,2,0.108503515835601,5906.31302611601
6,5,0.171987988617652,8913.70727411526
6,8,0.241425513020184,12442.060904149
7,8,0.125930031486715,13987.9627535938
7,18,0.0344727788022226,16170.0451228587
8,16,0.152187212524129,7730.12607549587
8,9,0.341816314118971,8216.28136709222
8,6,0.27604130032454,12930.0257912729
8,7,0.124545496038426,13923.7566530773
9,5,0.185785780762415,16920.1060955802
9,8,0.29228273007764,7561.087799795
9,10,0.107266381810294,23132.2265634607
10,17,0.380838313088346,9365.79119299424
10,9,0.102193101452049,22601.9431003277
10,11,0.224676853018615,18337.556834242
10,15,0.294828324771319,25651.3304635332
10,16,0.39552391500311,11626.0912611648
11,4,0.227440602199869,8380.72985458517
11,10,0.234835467799538,18658.5196952707
11,12,0.301297038365376,9395.37749790035
11,14,0.260039133120843,10226.0432457094
12,11,0.286796552105849,9221.40511705403
12,13,0.0508665230966918,15100.2051753695
12,3,0.0681722700870181,14578.3353833591
13,24,0.30199270772426,11213.5324544388
13,12,0.0509114682671126,15292.3137885866
14,11,0.253761767636098,10142.0225022328
14,15,0.248111058351729,9770.23487738436
14,23,0.199047020787743,9393.850699212
15,10,0.249949455792601,24026.0897523165
15,14,0.236192725912937,9588.56046162041
15,19,0.078720672037358,20374.4766488848
15,22,0.159320407421309,18756.1697920029
16,18,0.0601178986298316,21209.4828784791
16,17,0.255697972228943,13505.7327616679
16,10,0.392360219396046,11598.0282821963
16,8,0.199452527143974,8809.07842940048
17,10,0.463819095371707,10067.8485590178
17,16,0.268147762309059,13690.9289195543
17,19,0.176751079638516,11163.7755465495
18,7,0.0344909843828764,16234.2512233751
18,16,0.0618737174802598,22075.1760955287
18,20,0.0706617565071848,18606.3823641136
19,20,0.224296683679396,9967.95721407727
19,17,0.228073279450504,12051.0290704595
19,15,0.0714480740856372,18940.2142692857
20,18,0.071423648753752,19436.2816816797
20,19,0.192441211604525,9420.94835838823
20,21,0.193152797681878,7987.65233704172
20,22,0.250408374160249,9705.01243855825
21,20,0.183638719835799,7775.38714941432
21,22,0.110109114540576,10352.79899477
21,24,0.171447423987494,9800.04605526301
22,23,0.168623347636359,8934.57555453082
22,21,0.125417549578767,10834.2292249304
22,15,0.148710552592784,18283.5170446213
22,20,0.279326800771627,10100.1680880627
23,14,0.204638086328354,9491.5043714994
23,22,0.188349718803275,9338.50868681405
23,24,0.101630195582872,9763.23778161511
24,21,0.140542673821694,9106.35063747523
24,13,0.309820423833075,11305.6410676559
24,23,0.116784308153916,10264.8245861857

Iteration 7
From,To,Travel Time,Flow
1,2,0.100014881246897,4596.6363192091
1,3,0.0671072799295961,10722.4646314772
2,1,0.100088532494878,7178.86835539457
2,6,0.0986235712454425,5214.32901322261
3,1,0.0668130282147346,8140.23259529178
3,4,0.0803449089780694,18504.2238146146
3,12,0.0685465607760786,15410.3903823439
4,5,0.0432292954107172,21092.2062408342
4,11,0.150865633899645,6661.33083339089
4,3,0.0752714382862046,16479.6557362373
5,4,0.0404696696275381,19436.8700894131
5,6,0.226270045167589,9889.85245700688
5,9,0.194421699874207,17265.9167563896
6,2,0.159757878555281,7796.56104940808
6,5,0.114789232524694,7328.52351741192
6,8,0.319358615805639,13471.9198018645
7,8,0.100414734583492,12626.7169036117
7,18,0.0344046724679168,15922.8054854616
8,16,0.19721137963409,8766.26258905097
8,9,0.227756273474,6314.14888992041
8,6,0.321137944583477,13492.822898455
8,7,0.103350909780496,12806.6791656371
9,5,0.219638486630513,18171.9095445635
9,8,0.245978814189642,6739.96922458458
9,10,0.114160764182568,23799.0643403221
10,17,0.317615063125298,8699.99605895898
10,9,0.131051193262381,25230.8774631601
10,11,0.189102725617291,17055.4231868008
10,15,0.190101841229902,21153.4051788107
10,16,0.424647769327376,11875.3631268877
11,4,0.14312751084433,6392.09890643469
11,10,0.15303133899903,15366.5928889874
11,12,0.143331893587545,6399.65857871109
11,14,0.340877958135852,11159.1290354768
12,11,0.141141237134844,6317.19415373071
12,13,0.0508544879474922,15047.4981265802
12,3,0.0682888635549116,14852.7264245357
13,24,0.380255165805509,12048.0005546955
13,12,0.0507382500231252,14507.3697437917
14,11,0.203764109059023,9383.53123568762
14,15,0.149828011587044,7787.1241957603
14,23,0.131938433741125,7871.71045615797
15,10,0.267390155691794,24696.1554383472
15,14,0.120967342186487,6754.22462909261
15,19,0.0718132524825799,19020.3243724258
15,22,0.163598162577223,18937.0214843561
16,18,0.058508170705976,20310.3097853913
16,17,0.121429277148612,10714.9635773337
16,10,0.332172311560034,11020.4749769074
16,8,0.185964569020196,8541.30761300272
17,10,0.3474701203855,9032.77737005409
17,16,0.124351927803471,10802.748170465
17,19,0.0946235042560017,9026.2650316407
18,7,0.0343570535646584,15742.8432234362
18,16,0.0567139971108664,19142.6820662314
18,20,0.0737838401441092,21495.977354557
19,20,0.215568680214125,9827.0140551663
19,17,0.106869854465899,9446.83093586713
19,15,0.0773604919475342,20128.8418658428
20,18,0.0720518011707987,20048.3873733717
20,19,0.332207127421177,11356.0974528098
20,21,0.150000349269757,6836.96627679365
20,22,0.171948882742192,8282.19947456796
21,20,0.177578155383957,7630.53590928033
21,22,0.190141800488147,12376.3931887528
21,24,0.0868867839052823,7275.26367059538
22,23,0.526337189929648,13019.1211242324
22,21,0.0583018280518781,7818.07463598088
22,15,0.198192229005548,20238.354683808
22,20,0.141979314993579,7470.12325853946
23,14,0.110576962615681,7129.01222303647
23,22,0.169331968180182,8950.0595548838
23,24,0.186060842555047,11939.1386497089
24,21,0.384732171056457,12627.151855854
24,13,0.318735293700029,11407.8721719069
24,23,0.052730783953381,7127.37884723878

Iteration 8
From,To,Travel Time,Flow
1,2,0.100016855151352,4742.02105362642
1,3,0.0670291884306367,10212.0688550046
2,1,0.100063896757047,6616.83062522254
2,6,0.10036886875746,5357.15012323382
3,1,0.0668277211720845,8337.2592834085
3,4,0.0762382229171994,16924.2307237095
3,12,0.0682976354940892,14872.764663326
4,5,0.0409120002908841,19731.3004834721
4,11,0.151036988829076,6666.9338930045
4,3,0.0728355454832635,15164.0377174816
5,4,0.0387151371698259,18112.9618627293
5,6,0.168251361292107,8833.57218327008
5,9,0.183767741953248,16836.163289938
6,2,0.139910932572296,7231.95969482994
6,5,0.124907505230528,7686.63390043523
6,8,0.246666042357577,12519.6660644631
7,8,0.092940470692902,12130.1947187921
7,18,0.034795106577849,17209.0874105256
8,16,0.144218713781532,7496.05440557652
8,9,0.231693968910903,6413.52689552068
8,6,0.300773773790809,13247.5373532243
8,7,0.132557065976158,14283.6643014417
9,5,0.172983042484525,16364.76295203
9,8,0.319175654792923,7936.82576180351
9,10,0.10134547198271,22509.6135355446
10,17,0.310358734995442,8613.0582224066
10,9,0.11269024580969,23661.5120639194
10,11,0.187120437486102,16974.9438411276
10,15,0.219098320422742,22681.5787777165
10,16,0.360083727649002,11299.3435604236
11,4,0.149767385538017,6625.07950751948
11,10,0.227510063986058,18428.7674912669
11,12,0.214954927504845,8167.45567092449
11,14,0.275619112759375,10426.0746651751
12,11,0.210243409889588,8082.45038766321
12,13,0.0507585162064842,14605.9237361051
12,3,0.0682479376293441,14758.1480979578
13,24,0.308270296061585,11287.5792025244
13,12,0.0507380326831316,14506.3018874756
14,11,0.436173637059977,12023.0492130907
14,15,0.145545024613886,7658.58225422408
14,23,0.139078159338546,8078.66582037728
15,10,0.216105857262834,22537.7420497581
15,14,0.185675941790776,8673.50232602186
15,19,0.0731592026235305,19307.1741167981
15,22,0.160035330495574,18786.7598235301
16,18,0.0564236623081543,18932.2911378699
16,17,0.145967319435753,11393.8129208817
16,10,0.353442318007639,11234.854226091
16,8,0.201844450459249,8854.09641070457
17,10,0.294971097979482,8419.45916293315
17,16,0.137173350464524,11164.5933328531
17,19,0.132560165728533,10181.6380662469
18,7,0.0341896667755951,15055.617827876
18,16,0.0587533304500145,20455.0633966939
18,20,0.0725666119630866,20511.2582724196
19,20,0.200160411844811,9562.28456747178
19,17,0.117076163654466,9758.81941874484
19,15,0.0769462342086337,20052.2140830296
20,18,0.0717697562192002,19780.560948594
20,19,0.219083915842099,9884.50588620128
20,21,0.164303367965308,7280.79173398841
20,22,0.16028137866445,7994.98403146457
21,20,0.155955488877927,7032.03221847646
21,22,0.131818153584872,11017.7787006694
21,24,0.155105953219215,9452.30808904482
22,23,0.312431462321308,11132.6850261055
22,21,0.0860442228979057,9423.81620977442
22,15,0.160646751751582,18812.8032011379
22,20,0.150759511950585,7735.26754188043
23,14,0.162312262529258,8660.72029649506
23,22,0.186615139467451,9305.04942323413
23,24,0.124160382465745,10484.4941032608
24,21,0.228965975418306,10797.5110644279
24,13,0.291627234175472,11087.9573538949
24,23,0.0880990518821088,9238.9129765072

Iteration 9
From,To,Travel Time,Flow
1,2,0.100042153718143,5963.33607468724
1,3,0.0669323363137484,9448.56078975644
2,1,0.100041547058102,5941.76379283238
2,6,0.123053283627491,6619.83313901657
3,1,0.0669347708646065,9470.13307161131
3,4,0.0731857516852642,15374.8170899731
3,12,0.0677564704634193,13446.7508795651
4,5,0.0391537033003848,18471.2018396067
4,11,0.141703881990451,6338.68264542137
4,3,0.0724571355681499,14925.941297524
5,4,0.0387116908359202,18110.0614269072
5,6,0.149763917593949,8400.90273273983
5,9,0.164798743613815,15977.7569283018
6,2,0.122538061763974,6598.2608571617
6,5,0.105617833916891,6951.19402593805
6,8,0.310434059082031,13365.5796646181
7,8,0.140296235503427,14607.2507138763
7,18,0.0343771914925992,15819.6991779834
8,16,0.176950631556734,8347.2515134097
8,9,0.350167730974814,8312.51866155082
8,6,0.207130153735446,11894.2986759614
8,7,0.112109898532852,13302.7453365205
9,5,0.189373421397218,17066.3252224041
9,8,0.259533980237236,7011.14109133425
9,10,0.10360816291643,22753.6059328926
10,17,0.294149977842621,8408.74601580324
10,9,0.102552915228731,22640.7966567784
10,11,0.210325907765432,17853.2414843465
10,15,0.209612374767716,22215.7903505853
10,16,0.399094064611656,11657.5174875164
11,4,0.142027588797649,6350.94726567171
11,10,0.194813462422107,17281.1190964752
11,12,0.241303548273709,8599.89512170948
11,14,0.317430842039355,10912.5271949802
12,11,0.255092594545877,8802.4314852756
12,13,0.0506952462845826,14291.32454211
12,3,0.067917173895134,13917.1989538691
13,24,0.260751430351929,10686.1879398273
13,12,0.0508583128388977,15064.3089799802
14,11,0.261867716815247,10250.1330637931
14,15,0.300216007586776,10464.9364063397
14,23,0.152076828440939,8419.09005137601
15,10,0.230883186049128,23222.9740137762
15,14,0.229694696467411,9484.99246304675
15,19,0.0715829400476224,18969.9184391406
15,22,0.149011469357893,18297.4353599932
16,18,0.0587007970859025,20424.303670236
16,17,0.175016452528089,12066.4980799708
16,10,0.337018060460441,11070.4181750485
16,8,0.126359011537656,6872.84271761382
17,10,0.289551151986423,8347.97477683727
17,16,0.146953035635151,11418.6597613285
17,19,0.143622506847124,10454.2671374473
18,7,0.0347664787943629,17124.2045553392
18,16,0.0565306498120211,19010.6338806145
18,20,0.0721625861116399,20150.7120060728
19,20,0.171951390793449,9011.30678651541
19,17,0.116625296901739,9745.65757983909
19,15,0.0733501712174502,19346.852914174
20,18,0.0719379239318298,19941.547593807
20,19,0.157285705688408,8679.63170394057
20,21,0.174496790382583,7553.61018633345
20,22,0.138884504361335,7369.55912330861
21,20,0.146432404048537,6711.59081035589
21,22,0.0896662178139464,9581.69226538196
21,24,0.196389784691647,10268.5407947447
22,23,0.176940790339678,9111.46911243408
22,21,0.0943894552605911,9776.51396802321
22,15,0.13963086770528,17847.7406048579
22,20,0.145203357681837,7570.73900444559
23,14,0.165710322064168,8736.63986348184
23,22,0.174364329860381,9057.77594107694
23,24,0.0918077970102024,9391.5060068961
24,21,0.145631841558713,9231.69971612591
24,13,0.31445849016651,11359.1723776975
24,23,0.0986613759148214,9655.36264764478

Iteration 10
From,To,Travel Time,Flow
1,2,0.100029367401725,5448.12037548113
1,3,0.0668943433862252,9090.96133061526
2,1,0.100032442962121,5585.47919573808
2,6,0.116049977153212,6306.48047156785
3,1,0.0668808919196706,8953.6025103583
3,4,0.0740906828381257,15882.652154946
3,12,0.0676394185641547,13070.1567932506
4,5,0.0400629962310348,19153.8390136546
4,11,0.13902835366352,6234.47583560539
4,3,0.0725702431576099,14998.3020175142
5,4,0.0391349692916285,18456.3205649246
5,6,0.121420532511243,7568.90386120191
5,9,0.205055532902822,17665.0530249307
6,2,0.118994810452299,6443.8392918248
